experiment_id,run_id,preset,timestamp_manifest,hostname_manifest,hardware_target,hardware_role,backend,accelerator_type,device_count,dstack_gpu_spec,workload_family,workload_runner,workload_description,operation_family,execution_mode,signature_label,fsdp_degree,tp_degree,global_batch_size,sequence_length,shape,hidden_size,vocab_size,token_chunk,vocab_chunk,chunk_configuration,token_loop_count,vocab_loop_count,chunk_loop_count,cce_loop_count,mesh_configuration,warmup_steps,measured_steps,seed,repeat_index,cce_profiler_experiment_id,case_name,run_dir,xla_dir,profiler_path,scenario_group
263,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc256_vc65536,2,2,16,512,b16/L512,320,262144,256,65536,256/65536,32,4,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0263_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc65536_fsdp2_tp2_tc256_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0263_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc65536_fsdp2_tp2_tc256_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0263_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc65536_fsdp2_tp2_tc256_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
264,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc256_vc131072,2,2,16,512,b16/L512,320,262144,256,131072,256/131072,32,2,64,,"fsdp=2,tp=2",3,10,0,0,-1,exp0264_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc131072_fsdp2_tp2_tc256_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0264_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc131072_fsdp2_tp2_tc256_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0264_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc131072_fsdp2_tp2_tc256_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
265,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc256_vc262144,2,2,16,512,b16/L512,320,262144,256,262144,256/262144,32,1,32,,"fsdp=2,tp=2",3,10,0,0,-1,exp0265_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc262144_fsdp2_tp2_tc256_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0265_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc262144_fsdp2_tp2_tc256_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0265_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc256_vc262144_fsdp2_tp2_tc256_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
266,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc4096,2,2,16,512,b16/L512,320,262144,512,4096,512/4096,16,64,1024,,"fsdp=2,tp=2",3,10,0,0,-1,exp0266_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc4096_fsdp2_tp2_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0266_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc4096_fsdp2_tp2_tc512_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0266_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc4096_fsdp2_tp2_tc512_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
267,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc8192,2,2,16,512,b16/L512,320,262144,512,8192,512/8192,16,32,512,,"fsdp=2,tp=2",3,10,0,0,-1,exp0267_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc8192_fsdp2_tp2_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0267_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc8192_fsdp2_tp2_tc512_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0267_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc8192_fsdp2_tp2_tc512_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
268,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc16384,2,2,16,512,b16/L512,320,262144,512,16384,512/16384,16,16,256,,"fsdp=2,tp=2",3,10,0,0,-1,exp0268_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc16384_fsdp2_tp2_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0268_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc16384_fsdp2_tp2_tc512_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0268_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc16384_fsdp2_tp2_tc512_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
269,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc32768,2,2,16,512,b16/L512,320,262144,512,32768,512/32768,16,8,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0269_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0269_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0269_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc32768_fsdp2_tp2_tc512_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
270,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc65536,2,2,16,512,b16/L512,320,262144,512,65536,512/65536,16,4,64,,"fsdp=2,tp=2",3,10,0,0,-1,exp0270_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0270_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0270_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc65536_fsdp2_tp2_tc512_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
271,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc131072,2,2,16,512,b16/L512,320,262144,512,131072,512/131072,16,2,32,,"fsdp=2,tp=2",3,10,0,0,-1,exp0271_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0271_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0271_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc131072_fsdp2_tp2_tc512_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
272,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc512_vc262144,2,2,16,512,b16/L512,320,262144,512,262144,512/262144,16,1,16,,"fsdp=2,tp=2",3,10,0,0,-1,exp0272_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0272_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0272_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc512_vc262144_fsdp2_tp2_tc512_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
273,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc4096,2,2,16,512,b16/L512,320,262144,1024,4096,1024/4096,8,64,512,,"fsdp=2,tp=2",3,10,0,0,-1,exp0273_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0273_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0273_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc4096_fsdp2_tp2_tc1024_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
274,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc8192,2,2,16,512,b16/L512,320,262144,1024,8192,1024/8192,8,32,256,,"fsdp=2,tp=2",3,10,0,0,-1,exp0274_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc8192_fsdp2_tp2_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0274_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc8192_fsdp2_tp2_tc1024_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0274_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc8192_fsdp2_tp2_tc1024_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
275,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc16384,2,2,16,512,b16/L512,320,262144,1024,16384,1024/16384,8,16,128,,"fsdp=2,tp=2",3,10,0,0,-1,exp0275_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0275_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0275_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc16384_fsdp2_tp2_tc1024_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
276,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc32768,2,2,16,512,b16/L512,320,262144,1024,32768,1024/32768,8,8,64,,"fsdp=2,tp=2",3,10,0,0,-1,exp0276_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0276_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0276_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc32768_fsdp2_tp2_tc1024_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
277,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc65536,2,2,16,512,b16/L512,320,262144,1024,65536,1024/65536,8,4,32,,"fsdp=2,tp=2",3,10,0,0,-1,exp0277_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0277_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0277_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc65536_fsdp2_tp2_tc1024_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
278,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc131072,2,2,16,512,b16/L512,320,262144,1024,131072,1024/131072,8,2,16,,"fsdp=2,tp=2",3,10,0,0,-1,exp0278_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0278_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0278_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc131072_fsdp2_tp2_tc1024_vc131072_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
279,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp2_tp2_tc1024_vc262144,2,2,16,512,b16/L512,320,262144,1024,262144,1024/262144,8,1,8,,"fsdp=2,tp=2",3,10,0,0,-1,exp0279_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0279_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0279_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp2_tp2_tc1024_vc262144_fsdp2_tp2_tc1024_vc262144_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
280,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc4096,1,4,16,512,b16/L512,320,262144,64,4096,64/4096,128,64,8192,,"fsdp=1,tp=4",3,10,0,0,-1,exp0280_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0280_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0280_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc4096_fsdp1_tp4_tc64_vc4096_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
281,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc8192,1,4,16,512,b16/L512,320,262144,64,8192,64/8192,128,32,4096,,"fsdp=1,tp=4",3,10,0,0,-1,exp0281_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0281_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0281_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc8192_fsdp1_tp4_tc64_vc8192_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
282,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc16384,1,4,16,512,b16/L512,320,262144,64,16384,64/16384,128,16,2048,,"fsdp=1,tp=4",3,10,0,0,-1,exp0282_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc16384_fsdp1_tp4_tc64_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0282_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc16384_fsdp1_tp4_tc64_vc16384_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0282_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc16384_fsdp1_tp4_tc64_vc16384_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
283,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc32768,1,4,16,512,b16/L512,320,262144,64,32768,64/32768,128,8,1024,,"fsdp=1,tp=4",3,10,0,0,-1,exp0283_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0283_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0283_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc32768_fsdp1_tp4_tc64_vc32768_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
284,20260616T031040Z,dense-synthetic,2026-06-16T03:10:40+00:00,Chansungs-MacBook-Pro-2.local,gpu-a100-80gb-4,primary_gpu_baseline,gpu,A100-80GB,4,A100:4:80GB,torch_eager_projection_collective_loop,torch_microbench,PyTorch eager projection matmul plus NCCL all-reduce.,projection_collective_loop,eager,b16_L512_fsdp1_tp4_tc64_vc65536,1,4,16,512,b16/L512,320,262144,64,65536,64/65536,128,4,512,,"fsdp=1,tp=4",3,10,0,0,-1,exp0284_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0284_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0,/Users/deep-diver/Developers/TUNIX-TRY/01-CCE/data/mesh_pathology_dense_a100_torch/runs/exp0284_gpu-a100-80gb-4_torch_eager_projection_collective_loop_b16_L512_fsdp1_tp4_tc64_vc65536_fsdp1_tp4_tc64_vc65536_r0/xla,,gpu-a100-80gb-4/torch_eager_projection_collective_loop
