batch_size,case,chips,dataset_mode,dropped_overlength,failure_type,final_cumulative_loss_tokens,final_cumulative_valid_tokens,final_loss,first_step_time_sec,long_example_policy,lora_rank,loss_tokens_per_sec_excl_first,max_length,max_steps,mean_loss,mean_step_time_sec_excl_first,mesh_fsdp,mesh_tp,model,model_id,oom_exceeded_gib,oom_limit_gib,oom_used_gib,packed_efficiency,packed_rows,packed_rows_used,prepared_batches,row_reduction_x,run_dir,runtime_hbm_limit_gb,runtime_peak_hbm_gb,second_step_time_sec,source_examples_fit,status,steps_recorded,suite,tpu,valid_tokens_per_sec_excl_first,variant,wall_time_sec,xla_report,xla_train_step_gib_per_chip,dataset_label,chip_count
4,opus100_b4b8_l512_2048_unpacked_b4_l2048_s50,1,opus100,,compile_oom,,,,,drop,16,nan,2048,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,27.39,15.75,43.13,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b4_l2048_s50,,,,,failed,,opus100_b4b8_l512_2048,v5litepod-1,,unpacked,,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b4_l2048_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,45.4,OPUS100,1
4,opus100_b4b8_l512_2048_packed_b4_l2048_s50,1,opus100,,compile_oom,,,,,drop,16,nan,2048,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,27.39,15.75,43.13,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b4_l2048_s50,,,,,failed,,opus100_b4b8_l512_2048,v5litepod-1,,packed,,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b4_l2048_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,45.41,OPUS100,1
8,opus100_b4b8_l512_2048_unpacked_b8_l512_s50,1,opus100,3,,4733,17747,2.3835551738739014,29.92975422400002,drop,16,521.294037333734,512,50,1.8167677736282348,0.18180816087755494,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,0.12749344263321313,4997,4992,624,1.0,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b8_l512_s50,16.909336064,2.499104768,0.2656560890000037,4997,ok,50,opus100_b4b8_l512_2048,v5litepod-1,1952.2708650534669,unpacked,49.22230080899999,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b8_l512_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.32,OPUS100,1
8,opus100_b4b8_l512_2048_packed_b8_l512_s50,1,opus100,3,,93741,203662,1.5598899126052856,29.253076212999986,drop,16,10261.69139668346,512,50,1.5910821104049682,0.1819030197755229,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,0.9891395331909938,644,640,80,7.759316770186335,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b8_l512_s50,16.909336064,2.490599424,0.26789372500002173,4997,ok,50,opus100_b4b8_l512_2048,v5litepod-1,22389.81802077878,packed,48.59834609199993,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b8_l512_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.32,OPUS100,1
8,opus100_b4b8_l512_2048_unpacked_b8_l1024_s50,1,opus100,,compile_oom,,,,,drop,16,nan,1024,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,12.99,15.75,28.74,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b8_l1024_s50,,,,,failed,,opus100_b4b8_l512_2048,v5litepod-1,,unpacked,,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b8_l1024_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,31.0,OPUS100,1
8,opus100_b4b8_l512_2048_packed_b8_l1024_s50,1,opus100,,compile_oom,,,,,drop,16,nan,1024,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,12.99,15.75,28.74,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b8_l1024_s50,,,,,failed,,opus100_b4b8_l512_2048,v5litepod-1,,packed,,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b8_l1024_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,31.01,OPUS100,1
8,opus100_b4b8_l512_2048_unpacked_b8_l2048_s50,1,opus100,,compile_oom,,,,,drop,16,nan,2048,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,71.44,15.75,87.19,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b8_l2048_s50,,,,,failed,,opus100_b4b8_l512_2048,v5litepod-1,,unpacked,,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_unpacked_b8_l2048_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,89.46,OPUS100,1
8,opus100_b4b8_l512_2048_packed_b8_l2048_s50,1,opus100,,compile_oom,,,,,drop,16,nan,2048,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,71.44,15.75,87.19,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b8_l2048_s50,,,,,failed,,opus100_b4b8_l512_2048,v5litepod-1,,packed,,/tmp/qwen3-0p6b-packing-grid/opus100/opus100_b4b8_l512_2048_packed_b8_l2048_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,89.48,OPUS100,1
4,oasst1_b4b8_l512_2048_unpacked_b4_l512_s50,1,oasst1,373,,30746,40349,2.3839471340179443,35.332889499999965,drop,16,8344.004939856633,512,50,2.0211301720142365,0.0733142775306245,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,0.4094567744377163,4627,4624,1156,1.0,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b4_l512_s50,16.909336064,2.901010432,0.158224890999918,4627,ok,50,oasst1_b4b8_l512_2048,v5litepod-1,10951.175924567133,unpacked,49.3643197260003,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b4_l512_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,8.4,OASST1,1
4,oasst1_b4b8_l512_2048_packed_b4_l512_s50,1,oasst1,373,,84714,101484,2.7494356632232666,35.632783134999954,drop,16,23330.330308371653,512,50,1.5588088846206665,0.07250437512242087,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,0.9974688569641916,1899,1896,474,2.436545550289626,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b4_l512_s50,16.909336064,2.902052864,0.1138141640003596,4627,ok,50,oasst1_b4b8_l512_2048,v5litepod-1,27989.303202034847,packed,49.071777646999635,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b4_l512_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,8.4,OASST1,1
4,oasst1_b4b8_l512_2048_unpacked_b4_l1024_s50,1,oasst1,,compile_oom,,,,,drop,16,nan,1024,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b4_l1024_s50,,,,,failed,,oasst1_b4b8_l512_2048,v5litepod-1,,unpacked,,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b4_l1024_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.15,OASST1,1
4,oasst1_b4b8_l512_2048_packed_b4_l1024_s50,1,oasst1,,compile_oom,,,,,drop,16,nan,1024,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b4_l1024_s50,,,,,failed,,oasst1_b4b8_l512_2048,v5litepod-1,,packed,,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b4_l1024_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,16.15,OASST1,1
4,oasst1_b4b8_l512_2048_unpacked_b4_l2048_s50,1,oasst1,,compile_oom,,,,,drop,16,nan,2048,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,27.39,15.75,43.13,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b4_l2048_s50,,,,,failed,,oasst1_b4b8_l512_2048,v5litepod-1,,unpacked,,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b4_l2048_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,45.4,OASST1,1
4,oasst1_b4b8_l512_2048_packed_b4_l2048_s50,1,oasst1,,compile_oom,,,,,drop,16,nan,2048,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,27.39,15.75,43.13,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b4_l2048_s50,,,,,failed,,oasst1_b4b8_l512_2048,v5litepod-1,,packed,,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b4_l2048_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,45.41,OASST1,1
8,oasst1_b4b8_l512_2048_unpacked_b8_l512_s50,1,oasst1,373,,59388,77815,1.4592909812927246,29.000325589000113,drop,16,6498.368785485561,512,50,1.9223566675186157,0.18185411463263318,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,0.4094567744377163,4627,4624,578,1.0,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b8_l512_s50,16.909336064,2.490599424,0.26489540600005057,4627,ok,50,oasst1_b4b8_l512_2048,v5litepod-1,8512.093261131486,unpacked,47.99121997100019,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b8_l512_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.32,OASST1,1
8,oasst1_b4b8_l512_2048_packed_b8_l512_s50,1,oasst1,373,,165459,203884,1.881701946258545,28.80473454999992,drop,16,18143.33524038453,512,50,1.6234441113471985,0.18202332483669847,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,,,,0.9974688569641916,1899,1896,237,2.436545550289626,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b8_l512_s50,16.909336064,2.479409152,0.26906502800011367,4627,ok,50,oasst1_b4b8_l512_2048,v5litepod-1,22401.367694110664,packed,47.68607541499978,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_packed_b8_l512_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,14.32,OASST1,1
8,oasst1_b4b8_l512_2048_unpacked_b8_l1024_s50,1,oasst1,,compile_oom,,,,,drop,16,nan,1024,50,,nan,1,1,Qwen3 0.6B,Qwen/Qwen3-0.6B,12.99,15.75,28.74,nan,,,,nan,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b8_l1024_s50,,,,,failed,,oasst1_b4b8_l512_2048,v5litepod-1,,unpacked,,/tmp/qwen3-0p6b-packing-grid/oasst1/oasst1_b4b8_l512_2048_unpacked_b8_l1024_s50/xla/module_0429.jit__train_step.cl_914450892.after_optimizations-memory-usage-report.txt,31.0,OASST1,1
